stem,tf.idf
addi,2008.1725864296952
perfid,2029.5175580662544
donar,2069.321079027369
cigl,2083.9625637007252
guerr,2092.0575979462537
lasc,2108.3473450412407
ingann,2124.8176206980065
prov,2129.4080100932138
fug,2207.740497314664
dì,2244.591932505275
terror,2255.5655185288397
almen,2267.3531348066617
sospir,2298.297448259959
fedel,2306.6201978700283
bel,2364.832074232037
barbar,2386.407494792518
ved,2401.1775724039994
spos,2513.5275544328906
infedel,2569.7517370165547
alma,2761.431178978578
sent,2812.465961808132
sì,2834.255283279508
son,2901.3022181206884
nè,2966.249124295786
fat,3104.688768266069
trem,3172.9820191776216
bell,3365.7439558507735
parl,3486.9464774298026
ancor,3913.5925782774475
mor,3918.3780687246317
crudel,4026.1433933449225
piet,4140.595915751694
amor,4547.841067716009
cor,4609.784801481166
